Function,x,y,True/False
Power,1.84731,6.85497,0
Power,7.41464,407.643,0
Power,15.8832,4006.64,0
Power,-33.318,-36986.4,0
Power,41.7455,72750.,0
Power,30.6768,28868.4,0
Power,14.9593,3347.7,0
Power,-49.313,-119917.,0
Power,-20.4739,-8581.76,0
Power,45.2527,92668.4,0
Power,28.4467,23019.6,0
Power,-25.6999,-16974.5,0
Power,8.20209,552.366,0
Power,27.8614,21627.6,0
Power,48.8978,116914.,0
Power,-0.69364,-0.0787292,0
Power,-47.8179,-109338.,0
Power,-6.2546,-244.824,0
Power,-4.06937,-67.7874,0
Power,30.4419,28211.4,0
Power,-18.3116,-6140.03,0
Power,23.9706,13773.5,0
Power,-47.2776,-105673.,0
Power,-23.9384,-13718.2,0
Power,15.5928,3791.08,0
Power,10.9856,1326.01,0
Power,-5.08523,-131.115,0
Power,-48.6599,-115217.,0
Power,30.8031,29226.7,0
Power,27.0667,19829.6,0
Power,-30.888,-29469.,0
Power,-17.7909,-5630.58,0
Power,-49.0368,-117915.,0
Power,-45.1415,-91987.1,0
Power,21.1668,9483.53,0
Power,9.81693,946.07,0
Power,-9.11835,-758.376,0
Power,28.3716,22837.7,0
Power,-37.6498,-53368.6,0
Power,-35.9109,-46310.3,0
Power,16.8973,4824.42,0
Power,17.677,5523.35,0
Power,48.36,113099.,0
Power,46.7867,102416.,0
Power,-33.1502,-36429.8,0
Power,30.3542,27967.6,0
Power,-5.83872,-198.685,0
Power,39.5067,61661.3,0
Power,29.2033,24905.5,0
Power,13.6084,2520.02,0
Power,-16.0906,-4166.09,0
Power,38.279,56089.9,0
Power,18.8427,6690.35,0
Power,44.083,85666.9,0
Power,37.0203,50736.4,0
Power,-9.98531,-995.369,0
Power,-5.3331,-151.807,0
Power,15.7138,3879.59,0
Power,47.0181,103943.,0
Power,33.1132,36308.,0
Power,37.9942,54846.6,0
Power,49.6175,122153.,0
Power,26.138,17857.2,0
Power,-14.3637,-2963.36,0
Power,34.6248,41510.6,0
Power,4.32586,81.0231,0
Power,33.4889,37557.9,0
Power,-13.0131,-2204.19,0
Power,-28.6381,-23487.,0
Power,42.1855,75073.3,0
Power,-25.4487,-16481.5,0
Power,34.0256,39392.8,0
Power,-20.5158,-8634.97,0
Power,-6.87957,-324.884,0
Power,32.201,33389.7,0
Power,24.387,14504.,0
Power,18.5206,6353.,0
Power,-22.8492,-11928.8,0
Power,-32.0019,-32774.3,0
Power,30.8985,29498.8,0
Power,8.55138,625.762,0
Power,10.1785,1055.05,0
Power,-39.1559,-60032.8,0
Power,-0.648516,-0.505777,0
Power,-36.8396,-49997.5,0
Power,-11.2595,-1427.26,0
Power,29.2405,25000.8,0
Power,-28.6504,-23517.5,0
Power,-9.42674,-837.955,0
Power,-36.4135,-48282.4,0
Power,-4.53645,-93.7301,0
Power,-38.5627,-57345.6,0
Power,-32.2129,-33426.6,0
Power,4.24091,1371.95,0
Power,-29.7913,-23466369.,0
Power,-21.0034,-4087423.,0
Power,-26.4176,-12866788.,0
Power,39.0824,91181732.,0
Power,45.8545,202725969.,0
Power,47.6339,245234260.,0
Power,25.7288,11274590.,0
Power,-2.72438,-150.091,0
Power,-48.7315,-274820511.,0
Power,18.1352,1961599.,0
Power,4.61482,2093.63,0
Power,19.7904,3035803.,0
Power,40.8209,113348001.,0
Power,-30.8266,-27837163.,0
Power,48.19,259886421.,0
Power,22.0408,5201603.,0
Power,-16.8767,-1369097.,0
Power,40.903,114491854.,0
Power,20.7535,3849928.,0
Power,49.295,291081448.,0
Power,-27.0824,-14569266.,0
Power,49.513,297575121.,0
Power,-40.7679,-112614107.,0
Power,-16.0781,-1074415.,0
Power,12.3382,285928.,0
Power,-49.4161,-294673720.,0
Power,-15.0091,-761670.,0
Power,-40.4208,-107901364.,0
Power,36.8536,67982538.,0
Power,42.8143,143861984.,0
Power,-7.84316,-29679.6,0
Power,-42.615,-140544728.,0
Power,-13.3911,-430603.,0
Power,-21.4498,-4540657.,0
Power,-47.1069,-231965992.,0
Power,43.8481,162089253.,0
Power,21.9573,5103796.,0
Power,-5.51973,-5123.76,0
Power,19.729,2989007.,0
Power,-34.1519,-46459330.,0
Power,-37.9138,-78340650.,0
Power,28.6474,19294216.,0
Power,-26.884,-14043438.,0
Power,-1.16854,-2.58606,0
Power,-42.2737,-135006143.,0
Power,43.1939,150353375.,0
Power,-18.6578,-2260982.,0
Power,-26.5815,-13270911.,0
Power,-18.9415,-2438183.,0
Power,46.6912,221910072.,0
Power,47.5478,243025444.,0
Power,42.5958,140228055.,0
Power,-34.9439,-52102661.,0
Power,43.9238,163492796.,0
Power,44.8915,182314581.,0
Power,-33.832,-44323744.,0
Power,36.541,65148504.,0
Power,28.4103,18508762.,0
Power,33.712,43543354.,0
Power,-48.4987,-268319045.,0
Power,30.4027,25975364.,0
Power,21.8065,4930897.,0
Power,49.2595,290035524.,0
Power,39.7285,98971994.,0
Power,39.7298,98987454.,0
Power,-7.56248,-24735.8,0
Power,40.9109,114602855.,0
Power,20.7022,3802603.,0
Power,-7.29938,-20721.6,0
Power,21.5819,4682134.,0
Power,-39.6717,-98266570.,0
Power,-34.3844,-48062563.,0
Power,5.9332,7352.26,0
Power,9.06903,61348.7,0
Power,-22.3394,-5563575.,0
Power,-19.7016,-2968311.,0
Power,-34.3187,-47605129.,0
Power,-24.1615,-8234109.,0
Power,-35.0895,-53197146.,0
Power,31.8904,32983479.,0
Power,6.48428,11463.3,0
Power,37.0083,69422138.,0
Power,15.0847,781062.,0
Power,45.1787,188220957.,0
Power,-38.8049,-87989771.,0
Power,16.9193,1386467.,0
Power,40.8195,113327683.,0
Power,36.6373,66011116.,0
Power,-0.276387,-0.123146,0
Power,-48.5245,-269032862.,0
Power,-40.5668,-109863813.,0
Power,-28.9065,-20182643.,0
Power,0.36644,-0.194983,0
Power,-28.3187,-18212312.,0
Power,9.12255,63179.7,0
Power,-38.4375,-83902539.,0
Power,-43.1841,-150182730.,0
Power,-4.92369,-2893.71,0
Power,-31.5534,-31277216.,0
Power,6.89559,15590.3,0
Power,-45.1045,-186681543.,0
Power,10.4232,123028.,0
Power,8.45055,43094.9,0
Power,-22.8948,-6290482.,0
Power,-19.3557,-2716690.,0
Power,35.4666,56117322.,0
Power,-7.85039,-29816.4,0
Power,-36.5364,-65106973.,0
Power,-32.325,-35293369.,0
Power,-18.6583,-2261296.,0
Power,-31.645,-31734251.,0
Power,-46.647,-220861180.,0
Power,32.3055,35186856.,0
Power,-5.54805,-5256.65,0
Power,-16.0585,-1067901.,0
Power,-29.0945,-20847393.,0
Power,-44.2926,-170472632.,0
Power,-49.7452,-304618065.,0
Power,7.99682,32703.3,0
Power,43.8532,162182616.,0
Power,-4.93937,-2940.14,0
Power,45.0922,186426842.,0
Power,29.5572,22558806.,0
Power,-31.481,-30920086.,0
Power,22.595,5889214.,0
Power,42.021,131018905.,0
Power,-21.5891,-4690037.,0
Power,-18.2624,-2031356.,0
Power,48.0425,255934215.,0
Power,-0.256121,-0.236002,0
Power,24.8834,9539953.,0
Power,-4.04217,-1079.23,0
Power,33.3515,41264361.,0
Power,-47.2367,-235179432.,0
Power,-45.6929,-199180008.,0
Power,29.9062,23922582.,0
Power,12.803,343995.,0
Power,-49.4732,-296382178.,0
Power,44.2797,170224765.,0
Power,40.5043,109020400.,0
Power,-41.9718,-130252695.,0
Power,-37.2271,-71498634.,0
Power,-14.246,-586764.,0
Power,11.4391,195870.,0
Power,16.8159,1344605.,0
Power,48.5386,269425189.,0
Power,9.09098,62094.4,0
Power,43.1857,150210353.,0
Power,-41.2321,-119173011.,0
Power,24.1333,8186181.,0
Power,9.58616,80951.4,0
Power,49.2534,289856645.,0
Power,12.1789,267942.,0
Power,2.81785,177.464,0
Power,-30.6328,-26973103.,0
Power,-23.9068,-7809235.,0
Power,24.0683,8076581.,0
Power,-38.5178,-84782504.,0
Power,9.12656,63319.8,0
Power,9.87184,93754.5,0
Power,42.4059,137130121.,0
Power,43.921,163441112.,0
Power,27.6944,16291377.,0
Power,39.4495,95544476.,0
Power,-11.9453,-243217.,0
Power,30.7909,27676454.,0
Power,-23.3584,-6953766.,0
Power,-40.1441,-104258249.,0
Power,-3.24684,-361.042,0
Power,-23.288,-6849582.,0
Power,39.2972,93714844.,0
Power,-28.0967,-17509515.,0
Power,39.9241,101431733.,0
Power,48.3101,263140930.,0
Power,18.1424,1965495.,0
Power,22.3899,5626730.,0
Power,23.49,7151808.,0
Power,-23.8137,-7658322.,0
Power,8.65161,48471.4,0
Power,-37.2926,-72130018.,0
Power,-41.5371,-123646592.,0
Power,-11.6112,-211046.,0
Power,33.1947,40303727.,0
Power,21.972,5120947.,0
Power,4.81891,2598.93,0
Power,31.6072,31544784.,0
Power,-47.7093,-247181373.,0
Power,3.19742,334.564,0
Power,14.6653,678349.,0
Power,24.4605,8756384.,0
Power,23.3245,6903345.,0
Power,-23.4358,-7069658.,0
Power,43.0159,147280507.,0
Power,-0.406869,0.13224,0
Power,-46.1117,-208475411.,0
Power,-40.7677,-112611423.,0
Power,29.794,23477230.,0
Power,-32.2932,-35119930.,0
Power,29.2617,21453367.,0
Power,-23.9268,-7841932.,0
Power,-30.266,-25396422.,0
Power,-13.0025,-371645.,0
Power,-42.2748,-135022973.,0
Power,36.5734,65437930.,0
Power,20.7113,3810951.,0
Power,-40.2275,-105345348.,0
Power,37.2803,72011050.,0
Power,-44.8288,-181045155.,0
Power,-5.5,-5032.99,0
Power,17.1028,1463315.,0
Power,29.2962,21580149.,0
Power,13.3834,429368.,0
Power,-11.8892,-237555.,0
Power,6.96176,16353.3,0
Power,-15.4838,-889993.,0
Power,30.7732,27596928.,0
Power,25.4816,10743133.,0
Power,-22.4699,-5728037.,0
Power,-33.336,-41168788.,0
Power,36.6723,66326691.,0
Power,9.51144,77845.1,0
Power,-12.9788,-368272.,0
Power,-15.2095,-813916.,0
Power,-48.397,-265516980.,0
Power,44.482,174149709.,0
Power,-19.3903,-2741059.,0
Power,28.7821,19751955.,0
Power,-6.31199,-10019.2,0
Power,-7.29031,-20593.3,0
Power,-35.9248,-59837170.,0
Power,-41.9518,-129943328.,0
Power,40.2426,105543771.,0
Power,-41.0151,-116069655.,0
Power,2.82703,180.551,0
Power,-18.7822,-2337405.,0
Power,-43.4055,-154071638.,0
Power,5.9572,7502.46,0
Power,-38.2027,-81371136.,0
Power,4.71725,2335.86,0
Power,-29.7037,-23123372.,0
Power,-31.3835,-30444357.,0
Power,1.11774,1.61256,0
Power,-37.2746,-71955873.,0
Power,34.098,46093713.,0
Power,34.2194,46920698.,0
Power,49.2048,288427390.,0
Power,16.725,1308669.,0
Power,33.1418,39983550.,0
Power,34.4009,48178124.,0
Power,-36.6238,1341.11,0
Power,5.44468,29.8263,0
Power,-27.2988,744.973,0
Power,-16.2938,265.504,0
Power,13.1625,173.42,0
Power,-6.33881,40.0862,0
Power,18.2395,332.184,0
Power,14.1804,200.974,0
Power,-34.1415,1165.92,0
Power,-15.547,241.694,0
Power,12.7453,162.171,0
Power,-37.0058,1369.99,0
Power,26.6929,712.514,0
Power,-17.5466,308.211,0
Power,11.634,135.43,0
Power,7.94739,63.2007,0
Power,-34.7932,1210.,0
Power,8.36314,69.967,0
Power,8.19326,66.9554,0
Power,32.1772,1035.39,0
Power,29.2856,857.888,0
Power,27.4279,752.483,0
Power,1.50408,2.49004,0
Power,-22.9494,526.418,0
Power,30.4636,927.907,0
Power,-44.0793,1943.44,0
Power,1.07036,1.22727,0
Power,37.229,1386.27,0
Power,-33.3082,1108.91,0
Power,22.8933,524.287,0
Power,23.9542,573.6,0
Power,-12.4768,156.236,0
Power,24.4098,595.989,0
Power,-20.0839,403.589,0
Power,-10.6312,112.962,0
Power,-49.106,2411.66,0
Power,-16.3711,268.005,0
Power,-0.854673,0.387505,0
Power,36.1648,1307.73,0
Power,-7.03426,50.0201,0
Power,-17.8883,320.265,0
Power,-12.0423,145.527,0
Power,17.5181,307.009,0
Power,-23.1664,536.83,0
Power,-26.5998,706.927,0
Power,21.0181,441.439,0
Power,29.6489,879.081,0
Power,39.221,1538.18,0
Power,-23.8533,568.902,0
Power,23.3518,545.411,0
Power,47.9215,2296.01,0
Power,33.1249,1097.04,0
Power,-14.6944,215.725,0
Power,4.58262,20.9235,0
Power,-4.98086,24.9141,0
Power,6.85745,47.3106,0
Power,30.749,945.362,0
Power,31.4561,989.338,0
Power,32.602,1063.15,0
Power,9.31037,86.865,0
Power,-27.5022,756.119,0
Power,-27.6874,767.066,0
Power,-4.17017,17.1797,0
Power,48.5844,2360.05,0
Power,-33.0058,1089.42,0
Power,1.40275,1.55648,0
Power,-38.194,1458.77,0
Power,37.0086,1369.57,0
Power,17.6744,312.439,0
Power,-7.29518,53.8172,0
Power,7.81032,60.6546,0
Power,-47.8217,2287.13,0
Power,16.5102,272.892,0
Power,37.1079,1377.12,0
Power,37.8636,1433.55,0
Power,-39.1846,1535.83,0
Power,9.36267,87.7965,0
Power,33.59,1128.33,0
Power,-29.5612,874.282,0
Power,-14.5329,211.285,0
Power,23.0191,529.581,0
Power,22.6303,512.02,0
Power,-44.3211,1964.22,0
Power,-14.1543,200.454,0
Power,26.0481,678.505,0
Power,-2.21983,5.02672,0
Power,-36.9637,1366.53,0
Power,-16.3836,267.732,0
Power,11.2099,125.076,0
Power,-24.391,595.054,0
Power,-24.5287,601.855,0
Power,25.888,670.334,0
Power,-22.0051,483.879,0
Power,-12.7803,163.609,0
Power,4.75034,22.88,0
Power,-25.6335,657.077,0
Power,45.5726,2076.76,0
Power,12.1017,146.155,0
Power,-33.3817,1113.78,0
Power,48.8173,2382.86,0
Power,-39.6304,1570.28,0
Power,-14.6218,214.475,0
Power,-41.3568,1710.57,0
Power,-7.13261,50.5119,0
Power,23.8994,571.331,0
Power,-0.804921,0.421351,0
Power,9.28487,86.3636,0
Power,18.0581,326.486,0
Power,-37.7417,1424.8,0
Power,-38.7939,1505.09,0
Power,27.0652,732.241,0
Power,-2.0267,3.70355,0
Power,29.3338,861.257,0
Power,-30.7987,948.514,0
Power,30.5797,935.274,0
Power,2.90483,7.87397,0
Power,-6.27932,39.5618,0
Power,14.926,222.677,0
Power,-12.7253,161.942,0
Power,-16.1335,260.625,0
Power,25.8441,668.036,0
Power,33.1833,1101.62,0
Power,27.4095,751.474,0
Power,-35.0181,1226.46,0
Power,48.6817,2369.51,0
Power,-30.1066,906.172,0
Power,18.7075,349.508,0
Power,-36.1817,1309.08,0
Power,2.10531,5.32203,0
Power,-17.5894,309.193,0
Power,43.0298,1851.6,0
Power,-0.506018,0.800759,0
Power,-24.9389,622.018,0
Power,-15.2035,231.543,0
Power,-23.9806,575.021,0
Power,-8.12103,65.8874,0
Power,-38.542,1485.19,0
Power,35.6853,1272.68,0
Power,-37.167,1381.68,0
Power,-5.10484,25.8649,0
Power,17.3787,302.022,0
Power,26.3825,695.82,0
Power,-10.4899,109.729,0
Power,22.5796,509.099,0
Power,36.9893,1368.54,0
Power,-16.11,259.815,0
Power,38.4206,1476.5,0
Power,7.67586,58.9285,0
Power,-5.97852,35.3044,0
Power,-46.4432,2157.03,0
Power,-4.57729,20.7332,0
Power,-8.0763,65.2263,0
Power,-31.14,970.201,0
Power,-39.1235,1530.72,0
Power,-7.12957,51.0253,0
Power,41.0845,1687.36,0
Power,44.3864,1970.25,0
Power,10.5553,111.211,0
Power,6.45094,40.93,0
Power,48.8487,2386.11,0
Power,-33.713,1136.79,0
Power,-16.8145,282.887,0
Power,-31.6052,998.513,0
Power,32.2354,1039.43,0
Power,18.695,348.974,0
Power,-15.4908,239.96,0
Power,-1.87184,3.13497,0
Power,-42.7776,1829.58,0
Power,-36.7868,1353.29,0
Power,44.5634,1985.37,0
Power,29.7751,886.911,0
Power,36.8544,1357.95,0
Power,7.16263,50.8768,0
Power,-25.7681,663.7,0
Power,-44.7147,1999.69,0
Power,48.4181,2344.17,0
Power,-1.29111,1.39623,0
Power,-13.5452,183.747,0
Power,37.9373,1439.67,0
Power,-28.559,815.828,0
Power,-18.9425,359.112,0
Power,-12.2638,150.46,0
Power,-8.43309,71.2216,0
Power,-46.4314,2156.12,0
Power,20.6877,428.39,0
Power,8.97319,80.7102,0
Power,-46.3171,2145.15,0
Power,-28.0022,783.998,0
Power,48.8286,2383.91,0
Power,-12.096,146.841,0
Power,-12.9385,168.426,0
Power,-11.1149,123.555,0
Power,-34.5998,1197.12,0
Power,-33.8418,1145.74,0
Power,-39.9308,1594.67,0
Power,23.0981,533.554,0
Power,20.4748,419.245,0
Power,36.7944,1353.9,0
Power,23.5539,554.627,0
Power,39.5947,1567.23,0
Power,29.276,857.001,0
Power,-25.523,651.97,0
Power,42.6624,1820.47,0
Power,-33.6633,1132.93,0
Power,-25.7456,662.925,0
Power,-11.9973,143.369,0
Power,0.662435,0.392551,0
Power,-46.4853,2160.61,0
Power,-16.0844,258.3,0
Power,18.2786,334.16,0
Power,35.2363,1242.06,0
Power,-20.3571,414.606,0
Power,7.86299,61.9147,0
Power,-12.0562,145.05,0
Power,5.46246,30.2387,0
Power,5.41291,29.0617,0
Power,6.64981,44.6245,0
Power,29.6707,880.406,0
Power,-41.9219,1757.43,0
Power,-32.877,1080.68,0
Power,7.76564,60.3494,0
Power,-39.2857,1543.39,0
Power,40.8418,1668.,0
Power,17.5163,307.119,0
Power,2.84638,8.03795,0
Power,-8.73929,76.873,0
Power,12.6061,158.757,0
Power,-0.639368,-0.0533428,0
Power,-31.2087,973.853,0
Power,15.0207,225.44,0
Power,-41.7413,1742.95,0
Power,44.813,2008.04,0
Power,-29.4661,868.614,0
Power,-45.9999,2116.12,0
Power,-8.48556,71.8696,0
Power,40.5646,1645.77,0
Power,-46.3036,2143.92,0
Power,-22.2571,495.305,0
Power,13.9985,196.059,0
Power,19.843,393.632,0
Power,18.2829,334.236,0
Power,10.383,107.933,0
Power,21.5057,462.329,0
Power,1.09218,1.11782,0
Power,47.9685,2301.24,0
Power,-20.6749,427.562,0
Power,21.917,480.299,0
Power,-34.5829,1196.11,0
Power,29.3842,863.315,0
Power,15.0479,226.346,0
Power,-19.9558,158590.,0
Power,39.0278,2320049.,0
Power,35.8114,1644693.,0
Power,21.9319,231371.,0
Power,-5.44586,879.891,0
Power,-41.0758,2846722.,0
Power,24.4138,355256.,0
Power,-38.8575,2279822.,0
Power,-44.1407,3796274.,0
Power,6.14825,1429.23,0
Power,-42.4719,3253905.,0
Power,-37.1783,1910543.,0
Power,-3.43353,138.849,0
Power,4.36944,364.524,0
Power,20.7629,185844.,0
Power,-3.62875,173.009,0
Power,48.0607,5335327.,0
Power,-21.5723,216563.,0
Power,46.9536,4860460.,0
Power,48.571,5565569.,0
Power,30.0887,819627.,0
Power,-13.9677,38063.3,0
Power,49.338,5925497.,0
Power,16.909,81747.,0
Power,8.1195,4346.28,0
Power,20.5663,178907.,0
Power,-17.1438,86383.9,0
Power,27.2325,549984.,0
Power,-46.6566,4738630.,0
Power,-28.4108,651527.,0
Power,-8.06283,4225.87,0
Power,26.9399,526724.,0
Power,36.5936,1793163.,0
Power,18.2395,110677.,0
Power,-14.4413,43494.3,0
Power,-36.0491,1688807.,0
Power,-19.9239,157579.,0
Power,25.8355,445522.,0
Power,39.9288,2541828.,0
Power,-7.50999,3180.41,0
Power,-20.2214,167203.,0
Power,30.5895,875564.,0
Power,24.0424,334125.,0
Power,25.3837,415165.,0
Power,29.4035,747469.,0
Power,21.61,218080.,0
Power,39.8925,2532588.,0
Power,-49.0719,5798726.,0
Power,-37.0346,1881190.,0
Power,-18.2892,111886.,0
Power,22.7026,265643.,0
Power,43.896,3712781.,0
Power,18.6421,120775.,0
Power,5.79323,1126.63,0
Power,-39.8301,2516790.,0
Power,21.9387,231657.,0
Power,47.9655,5293159.,0
Power,-31.0895,934236.,0
Power,-7.51454,3188.78,0
Power,-4.0746,275.653,0
Power,17.1249,86002.9,0
Power,-48.8568,5697723.,0
Power,48.6915,5620996.,0
Power,16.4749,73669.4,0
Power,-34.2566,1377139.,0
Power,-36.1923,1715796.,0
Power,6.68373,1995.49,0
Power,-20.767,185992.,0
Power,-12.4763,24229.7,0
Power,-18.024,105537.,0
Power,31.8572,1029986.,0
Power,33.1162,1202713.,0
Power,-28.383,648987.,0
Power,-0.32766,-0.220386,0
Power,-5.22921,747.823,0
Power,-31.8313,1026639.,0
Power,16.7634,78967.4,0
Power,-45.5881,4319241.,0
Power,31.0415,928477.,0
Power,21.9562,232396.,0
Power,14.5264,44527.6,0
Power,4.82583,542.438,0
Power,-15.2861,54598.5,0
Power,49.2242,5871051.,0
Power,9.52088,8216.47,0
Power,18.9512,128987.,0
Power,-7.00762,2411.47,0
Power,-30.2459,836881.,0
Power,-32.0283,1052287.,0
Power,-4.04222,267.246,0
Power,-40.3972,2663211.,0
Power,24.9615,388225.,0
Power,42.745,3338435.,0
Power,19.5681,146621.,0
Power,-31.2253,950668.,0
Power,-30.983,921495.,0
Power,18.73,123070.,0
Power,10.87,13961.,0
Power,6.50511,1791.32,0
Power,33.4942,1258579.,0
Power,-49.1421,5831955.,0
Power,45.7151,4367555.,0
Power,-43.7971,3679426.,0
Power,31.2198,949988.,0
Power,8.82935,6077.66,0
Power,9.31791,7538.6,0
Power,16.0182,65834.7,0
Power,41.7699,3044063.,0
Power,-39.7998,2509134.,0
Power,19.697,150522.,0
Power,-43.9929,3745670.,0
Power,40.8383,2781459.,0
Power,-19.0681,132200.,0
Power,-22.4027,251886.,0
Power,31.5474,990494.,0
Power,-15.8359,62888.4,0
Power,32.9979,1185620.,0
Power,2.86146,67.1776,0
Power,-29.4376,750944.,0
Power,22.1631,241279.,0
Power,43.168,3472534.,0
Power,-24.5623,363977.,0
Power,-37.8342,2048984.,0
Power,-43.0786,3443865.,0
Power,20.4154,173712.,0
Power,27.0678,536798.,0
Power,-43.9208,3721175.,0
Power,-33.7549,1298222.,0
Power,46.6955,4754460.,0
Power,34.3952,1399561.,0
Power,-15.7529,61581.5,0
Power,-4.64414,465.079,0
Power,21.1553,200299.,0
Power,-46.9774,4870307.,0
Power,-2.3725,31.8857,0
Power,48.1677,5382992.,0
Power,5.85322,1173.62,0
Power,0.357688,0.314298,0
Power,-39.772,2502137.,0
Power,-10.887,14048.3,0
Power,31.4108,973453.,0
Power,34.8394,1473273.,0
Power,-33.3418,1235823.,0
Power,-37.7544,2031741.,0
Power,-20.5457,178189.,0
Power,22.72,266463.,0
Power,42.2828,3196341.,0
Power,-0.421016,-0.365206,0
Power,26.0918,463463.,0
Power,-0.558211,-0.109866,0
Exponential,-22.5478,-0.379416,0
Exponential,-16.0711,-0.182208,0
Exponential,22.3312,-0.659991,0
Exponential,29.7955,-0.108304,0
Exponential,31.0291,0.622036,0
Exponential,49.3979,-0.357564,0
Exponential,-6.27286,0.107436,0
Exponential,29.0957,0.135301,0
Exponential,11.9893,-0.140546,0
Exponential,-34.1077,-0.304525,0
Exponential,0.525119,0.184876,0
Exponential,35.7914,-0.352989,0
Exponential,-29.2698,-0.181709,0
Exponential,30.6601,-0.259768,0
Exponential,19.8674,-0.0839721,0
Exponential,-32.5638,-0.0287351,0
Exponential,-25.2567,-0.581601,0
Exponential,-49.5104,0.110622,0
Exponential,-48.9868,0.589505,0
Exponential,-28.2813,-0.168749,0
Exponential,-35.7135,0.00555706,0
Exponential,14.1185,0.286421,0
Exponential,1.82417,0.679037,0
Exponential,-16.4185,0.00867623,0
Exponential,-3.46924,-0.0342924,0
Exponential,-37.7915,0.0504873,0
Exponential,-8.19787,0.211964,0
Exponential,-28.0993,0.090252,0
Exponential,24.0555,-0.205198,0
Exponential,22.4151,0.221919,0
Exponential,-9.33306,-0.0698005,0
Exponential,5.02333,0.0361269,0
Exponential,3.44993,-0.169019,0
Exponential,31.3012,0.152379,0
Exponential,39.8796,0.00848659,0
Exponential,-9.11103,0.0849708,0
Exponential,-31.0195,0.256924,0
Exponential,20.6359,0.0245771,0
Exponential,47.8253,-0.228113,0
Exponential,-5.34067,0.433507,0
Exponential,-32.2395,0.0233167,0
Exponential,16.3412,0.112687,0
Exponential,-46.4526,-0.57909,0
Exponential,-6.39221,0.249864,0
Exponential,-35.0832,-0.0766138,0
Exponential,-16.4165,0.21841,0
Exponential,-19.1071,0.290979,0
Exponential,-44.8003,-0.0168639,0
Exponential,31.6932,-0.36593,0
Exponential,49.7994,-0.0593629,0
Exponential,11.9672,-0.0364342,0
Exponential,-27.7909,0.149821,0
Exponential,14.6054,-0.383621,0
Exponential,31.986,-0.366492,0
Exponential,23.81,-0.425761,0
Exponential,-30.7395,0.163617,0
Exponential,25.9506,0.122331,0
Exponential,-0.205853,-0.456188,0
Exponential,-22.8374,-0.156431,0
Exponential,-12.2232,-0.35702,0
Exponential,17.3488,-0.256336,0
Exponential,-15.3762,-0.258004,0
Exponential,-34.9973,0.52959,0
Exponential,-39.1912,0.00897013,0
Exponential,-42.3993,0.370521,0
Exponential,-25.6758,-0.0204443,0
Exponential,23.07,0.276725,0
Exponential,-28.287,0.520876,0
Exponential,-42.1996,0.0202749,0
Exponential,-4.89435,-0.438176,0
Exponential,-13.8783,-0.0846121,0
Exponential,44.5808,0.381826,0
Exponential,8.59886,-0.316833,0
Exponential,-37.3752,0.13569,0
Exponential,21.2284,-0.42868,0
Exponential,-31.075,0.95119,0
Exponential,-18.0404,-0.164589,0
Exponential,4.82081,0.334678,0
Exponential,22.6102,0.119069,0
Exponential,-14.883,-0.1512,0
Exponential,7.06811,0.297271,0
Exponential,-7.74756,0.0891297,0
Exponential,-22.3955,-0.0841184,0
Exponential,35.9954,0.00443223,0
Exponential,13.3638,0.203109,0
Exponential,37.0545,0.401214,0
Exponential,10.2057,0.0405073,0
Exponential,35.1809,-0.286655,0
Exponential,34.867,0.201696,0
Exponential,-22.5748,0.0626596,0
Exponential,-38.7091,-0.135242,0
Exponential,31.5242,-0.0384634,0
Exponential,32.5351,0.515668,0
Exponential,-34.2582,0.391518,0
Exponential,-49.1223,-0.210779,0
Exponential,-19.4908,-0.207288,0
Exponential,28.7553,0.0188251,0
Exponential,-23.7903,0.0485766,0
Exponential,13.4675,-0.127718,0
Exponential,-8.72102,0.0200326,0
Exponential,-27.8469,0.298406,0
Exponential,-37.1302,-0.0493569,0
Exponential,-46.3859,-0.0424882,0
Exponential,42.5347,-0.0570142,0
Exponential,-21.1101,-0.0234796,0
Exponential,-30.683,0.565551,0
Exponential,35.1577,0.214814,0
Exponential,18.0059,-0.226406,0
Exponential,42.1215,0.394135,0
Exponential,-31.7939,-0.43635,0
Exponential,-30.422,0.261506,0
Exponential,-11.9942,0.256584,0
Exponential,-0.209048,-0.194787,0
Exponential,22.878,-0.0848272,0
Exponential,47.8657,-0.347836,0
Exponential,-11.6886,-0.178247,0
Exponential,-0.418074,-0.156131,0
Exponential,-6.03353,0.635242,0
Exponential,-7.64844,-0.542749,0
Exponential,-2.86472,-0.0345607,0
Exponential,-2.10872,-0.19454,0
Exponential,25.3673,-0.239057,0
Exponential,20.6229,-0.425874,0
Exponential,-49.96,-0.0239352,0
Exponential,26.0237,0.26078,0
Exponential,38.6651,0.235275,0
Exponential,4.17717,0.334475,0
Exponential,-48.6744,0.126194,0
Exponential,-22.8223,-0.0902509,0
Exponential,-7.42289,-0.563624,0
Exponential,-25.8026,-0.467382,0
Exponential,-15.4067,0.778731,0
Exponential,23.62,-0.104029,0
Exponential,-6.86987,-0.227078,0
Exponential,-8.61474,0.577339,0
Exponential,-11.1681,-0.108694,0
Exponential,32.199,-0.136194,0
Exponential,-29.4016,0.0828626,0
Exponential,-7.11705,-0.387842,0
Exponential,49.0083,0.403021,0
Exponential,7.19735,-0.415757,0
Exponential,0.988611,-0.00444367,0
Exponential,21.819,0.552336,0
Exponential,41.6877,-0.176686,0
